Age,Attrition,Department,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Research & Development,2,4,1,1,Female,2,2,Healthcare Representative,3,6811,Yes,17,3,1,10,3,3,8,7,0,7
26,No,Sales,29,2,1,1,Male,3,2,Sales Executive,3,4306,No,12,3,1,8,5,3,0,0,0,0
35,No,Sales,1,3,1,1,Female,3,2,Sales Executive,3,4859,No,16,3,4,5,3,3,5,4,0,3
34,No,Sales,21,4,1,4,Male,4,2,Sales Executive,4,5337,No,12,3,4,10,3,3,10,7,5,7
26,Yes,Research & Development,24,3,1,3,Male,1,1,Laboratory Technician,4,2340,Yes,18,3,2,1,3,1,1,0,0,0
37,No,Research & Development,1,3,1,2,Female,3,3,Manufacturing Director,4,7491,No,17,3,4,12,3,4,6,5,1,2
46,No,Research & Development,18,1,1,1,Female,3,3,Healthcare Representative,3,10527,No,11,3,4,28,3,2,2,2,1,2
41,No,Sales,2,5,1,2,Female,3,4,Manager,1,16595,No,16,3,2,22,2,3,18,16,11,8
37,No,Sales,9,4,1,1,Male,3,3,Sales Executive,2,8834,No,13,3,4,9,6,3,9,5,7,7
52,No,Research & Development,6,2,1,4,Male,3,2,Research Scientist,1,5577,Yes,12,3,2,18,3,3,10,9,6,9
32,Yes,Sales,11,4,1,4,Male,4,2,Sales Executive,3,4707,No,12,3,4,6,2,3,4,2,1,2
24,No,Sales,24,3,1,4,Male,3,1,Sales Representative,4,2400,No,13,3,3,3,3,3,2,2,2,1
38,No,Research & Development,10,3,1,3,Female,3,2,Healthcare Representative,3,9824,No,19,3,3,18,4,3,1,0,0,0
37,No,Research & Development,1,4,1,2,Female,3,2,Manufacturing Director,2,6447,No,12,3,2,8,2,2,6,5,4,3
49,No,Research & Development,18,4,1,4,Male,2,5,Research Director,3,19502,Yes,17,3,3,31,5,3,31,9,0,9
24,No,Research & Development,23,3,1,2,Male,4,1,Research Scientist,4,2725,Yes,11,3,2,6,3,3,6,5,1,4
26,No,Sales,28,2,1,1,Male,3,2,Sales Executive,2,6272,No,20,4,4,6,5,4,5,3,1,4
24,No,Research & Development,17,2,1,4,Male,2,1,Laboratory Technician,2,2127,No,21,4,4,1,2,3,1,0,0,0
50,No,Human Resources,3,3,1,1,Male,3,5,Manager,2,18200,No,11,3,3,32,2,3,32,5,10,7
25,No,Sales,13,1,1,2,Male,3,1,Sales Representative,3,2096,No,11,3,3,7,1,3,7,4,0,6
24,Yes,Research & Development,7,3,1,1,Female,3,1,Laboratory Technician,3,2886,Yes,16,3,4,6,4,3,6,3,1,2
30,Yes,Sales,12,4,1,2,Male,2,1,Sales Representative,1,2033,No,18,3,3,1,2,4,1,0,0,0
34,No,Research & Development,1,2,1,2,Male,2,1,Research Scientist,4,3622,Yes,13,3,4,6,3,3,6,5,1,3
31,Yes,Sales,13,4,1,2,Male,3,2,Sales Executive,1,4233,No,17,3,3,9,2,1,3,1,1,2
35,No,Research & Development,25,2,1,1,Male,2,2,Laboratory Technician,4,3681,No,14,3,4,9,3,3,3,2,0,2
31,No,Sales,6,4,1,1,Male,4,2,Sales Executive,4,5460,No,22,4,4,13,4,4,7,7,5,7
27,No,Research & Development,6,4,1,1,Female,2,1,Research Scientist,3,2187,No,12,3,3,6,5,2,5,3,0,3
37,No,Sales,2,3,1,4,Male,3,2,Sales Executive,3,9602,Yes,11,3,3,17,3,2,3,0,1,0
20,No,Research & Development,1,3,1,4,Female,2,1,Research Scientist,2,2836,No,13,3,4,1,0,4,1,0,0,0
42,No,Research & Development,2,4,1,3,Female,3,2,Healthcare Representative,4,4089,No,13,3,2,10,4,3,10,2,2,2
43,No,Research & Development,6,4,1,2,Male,2,4,Research Director,4,16627,Yes,14,3,3,21,3,2,1,0,0,0
38,No,Research & Development,1,1,1,3,Female,3,1,Research Scientist,1,2619,No,17,3,4,8,3,2,0,0,0,0
43,No,Research & Development,9,5,1,4,Male,3,2,Laboratory Technician,3,5679,Yes,13,3,2,10,3,3,8,7,4,7
48,No,Research & Development,1,4,1,4,Female,2,4,Manager,1,15402,No,11,3,1,21,3,1,3,2,0,2
44,No,Human Resources,1,4,1,1,Female,2,2,Human Resources,3,5985,No,11,3,2,10,1,4,2,2,0,2
34,No,Sales,14,3,1,3,Female,3,1,Sales Representative,3,2579,Yes,18,3,4,8,3,3,8,2,0,6
27,Yes,Sales,2,1,1,3,Male,3,1,Sales Representative,1,3041,No,11,3,2,5,3,3,4,3,0,2
21,No,Sales,22,1,1,3,Male,3,1,Sales Representative,3,3447,No,11,3,3,3,2,3,3,2,1,2
44,No,Research & Development,3,4,1,4,Male,3,5,Manager,4,19513,Yes,12,3,1,26,2,4,2,2,0,1
22,No,Research & Development,6,1,1,1,Male,3,1,Research Scientist,3,2773,No,20,4,4,3,3,3,2,2,2,2
33,No,Sales,8,4,1,3,Male,3,2,Sales Executive,3,7104,No,12,3,4,6,3,3,5,0,1,2
32,No,Research & Development,9,4,1,1,Female,3,2,Research Scientist,4,6322,Yes,12,3,4,6,2,2,6,4,0,5
30,No,Research & Development,3,3,1,3,Female,3,1,Research Scientist,3,2083,No,20,4,3,1,2,3,1,0,0,0
53,No,Sales,1,1,1,4,Female,3,2,Sales Executive,1,8381,No,20,4,4,18,2,4,14,7,8,10
34,No,Research & Development,1,5,1,2,Male,3,1,Research Scientist,4,2691,No,12,3,4,10,4,2,10,9,8,8
45,Yes,Sales,26,4,1,1,Female,3,2,Sales Executive,1,4286,No,14,3,4,5,4,3,1,1,0,0
26,No,Research & Development,6,3,1,3,Female,3,1,Laboratory Technician,4,2659,Yes,13,3,3,3,2,3,3,2,0,2
37,No,Research & Development,3,3,1,3,Male,3,3,Manufacturing Director,3,9434,No,15,3,3,10,2,3,10,7,7,8
29,No,Sales,3,2,1,2,Female,3,2,Sales Executive,3,5561,No,14,3,1,6,5,2,6,0,1,2
35,No,Research & Development,6,4,1,2,Male,1,2,Research Scientist,4,6646,No,13,3,2,17,3,3,17,11,11,8
33,No,Research & Development,6,3,1,3,Male,3,2,Healthcare Representative,4,7725,No,23,4,3,15,2,1,13,11,4,7
54,No,Human Resources,19,4,1,3,Male,3,3,Human Resources,2,10725,No,15,3,3,16,1,4,9,7,7,1
36,No,Research & Development,9,2,1,2,Male,2,2,Manufacturing Director,2,8847,Yes,11,3,3,13,2,3,3,2,0,2
27,No,Research & Development,3,4,1,1,Male,2,1,Research Scientist,4,2045,No,13,3,4,5,0,3,4,2,1,1
20,Yes,Research & Development,10,1,1,4,Male,3,1,Research Scientist,3,1009,Yes,11,3,4,1,5,3,1,0,1,1
33,Yes,Research & Development,3,3,1,1,Male,3,1,Research Scientist,1,3348,Yes,11,3,1,10,3,3,10,8,9,7
35,No,Research & Development,3,3,1,3,Male,2,1,Laboratory Technician,3,1281,No,18,3,3,1,3,3,1,0,0,0
23,No,Research & Development,4,3,1,1,Male,4,1,Research Scientist,1,2819,No,16,3,1,5,3,4,3,2,0,2
25,No,Sales,8,3,1,4,Male,4,2,Sales Executive,2,4851,No,22,4,3,4,4,3,3,2,1,2
38,No,Sales,7,4,1,4,Female,2,2,Sales Executive,4,4028,No,20,4,1,8,2,3,7,7,0,5
29,No,Research & Development,1,4,1,2,Male,1,1,Research Scientist,4,2720,No,18,3,4,10,5,3,10,7,2,8
48,No,Sales,2,1,1,2,Male,4,2,Sales Executive,2,8120,No,12,3,4,12,3,3,2,2,2,2
27,No,Sales,3,1,1,4,Female,4,2,Sales Executive,4,4647,Yes,20,4,2,6,3,3,6,5,0,4
37,No,Research & Development,10,2,1,4,Male,4,1,Research Scientist,4,4680,No,17,3,1,4,2,3,1,0,0,0
50,No,Research & Development,28,1,1,4,Male,4,1,Laboratory Technician,3,3221,Yes,11,3,3,20,3,3,20,8,3,8
34,No,Research & Development,9,3,1,4,Female,2,3,Healthcare Representative,2,8621,No,14,3,2,9,3,4,8,7,7,7
24,Yes,Sales,3,2,1,1,Female,3,2,Sales Executive,3,4577,No,14,3,1,4,3,3,2,2,2,0
39,No,Research & Development,2,4,1,4,Female,2,2,Healthcare Representative,3,4553,No,11,3,1,20,4,3,20,7,11,10
32,No,Sales,10,3,1,4,Male,3,2,Sales Executive,4,5396,No,12,3,4,10,2,2,10,7,0,8
50,Yes,Sales,8,2,1,2,Male,3,2,Sales Executive,3,6796,Yes,14,3,1,18,4,3,4,3,1,3
38,No,Research & Development,1,4,1,2,Female,4,2,Healthcare Representative,4,7625,No,13,3,3,10,4,2,9,7,1,8
27,No,Research & Development,1,2,1,3,Female,3,3,Manufacturing Director,1,7412,No,11,3,4,9,3,3,9,7,0,7
32,No,Research & Development,3,2,1,3,Female,3,3,Research Director,4,11159,No,15,3,4,10,6,3,7,7,7,7
47,No,Sales,14,4,1,4,Male,3,2,Sales Executive,1,4960,No,12,3,4,20,2,3,7,7,1,7
40,No,Sales,5,4,1,4,Male,2,3,Sales Executive,1,10475,Yes,21,4,3,20,2,3,18,13,1,12
53,No,Research & Development,7,3,1,3,Male,4,4,Research Director,3,14814,No,19,3,3,32,3,3,5,1,1,3
41,No,Human Resources,10,4,1,2,Male,2,5,Manager,4,19141,No,15,3,2,23,2,2,21,6,12,6
60,No,Sales,16,4,1,1,Male,3,2,Sales Executive,1,5405,No,14,3,4,10,1,3,2,2,2,2
27,No,Research & Development,10,2,1,4,Male,3,3,Manufacturing Director,1,8793,No,21,4,3,9,4,2,9,7,1,7
41,No,Human Resources,1,3,1,4,Male,2,5,Manager,3,19189,No,12,3,2,22,3,3,22,7,2,10
50,No,Sales,8,4,1,4,Male,3,1,Sales Representative,2,3875,No,15,3,4,4,2,3,2,2,2,2
28,Yes,Research & Development,1,2,1,1,Female,1,1,Research Scientist,2,2216,Yes,13,3,4,10,4,3,7,7,3,7
36,No,Research & Development,8,3,1,1,Female,4,3,Research Director,1,11713,No,14,3,1,10,2,3,8,7,0,5
38,No,Research & Development,1,3,1,3,Female,3,3,Manufacturing Director,3,7861,Yes,14,3,4,10,4,4,1,0,0,0
44,No,Research & Development,24,3,1,1,Male,1,1,Laboratory Technician,3,3708,No,14,3,3,9,5,3,5,2,1,4
47,No,Sales,3,3,1,4,Female,3,4,Sales Executive,3,13770,Yes,12,3,4,28,2,2,22,2,11,13
30,No,Sales,27,5,1,3,Male,3,2,Sales Executive,4,5304,No,23,4,4,10,2,2,8,7,7,7
29,No,Sales,10,3,1,3,Male,3,1,Sales Representative,3,2642,No,11,3,3,1,6,3,1,0,0,0
42,Yes,Research & Development,19,3,1,3,Male,4,1,Research Scientist,3,2759,Yes,12,3,4,7,2,3,2,2,2,2
43,No,Sales,15,3,1,4,Male,2,2,Sales Executive,4,6804,No,18,3,3,7,5,3,2,2,2,2
34,No,Research & Development,8,2,1,2,Female,3,2,Healthcare Representative,3,6142,No,11,3,4,10,2,3,5,1,4,3
23,No,Research & Development,9,1,1,2,Male,3,1,Laboratory Technician,1,2500,No,14,3,4,5,2,4,4,3,0,2
39,No,Human Resources,3,3,1,3,Female,4,2,Human Resources,2,6389,No,15,3,3,12,3,1,8,3,3,6
56,No,Research & Development,9,3,1,3,Male,3,4,Healthcare Representative,4,11103,No,11,3,3,30,1,2,10,7,1,1
40,No,Research & Development,2,1,1,4,Female,2,1,Research Scientist,4,2342,Yes,20,4,4,5,2,2,4,2,2,3
27,No,Research & Development,7,3,1,4,Female,2,2,Healthcare Representative,1,6811,No,19,3,1,9,2,1,7,6,0,7
29,No,Sales,10,3,1,4,Male,3,1,Sales Representative,2,2297,No,14,3,4,2,2,3,2,2,2,2
53,No,Research & Development,6,3,1,4,Male,3,2,Laboratory Technician,4,2450,No,17,3,4,19,4,3,2,2,2,2
35,No,Research & Development,2,4,1,4,Female,3,2,Healthcare Representative,1,5093,No,11,3,1,16,2,4,1,0,0,0
32,No,Research & Development,24,4,1,1,Male,3,2,Laboratory Technician,4,5309,No,15,3,4,10,2,3,10,8,4,7
38,No,Research & Development,2,5,1,4,Male,3,1,Research Scientist,3,3057,Yes,13,3,2,6,0,1,1,0,0,1
34,No,Research & Development,8,5,1,2,Female,3,2,Manufacturing Director,1,5121,No,14,3,3,7,3,3,0,0,0,0
52,No,Sales,3,4,1,3,Male,2,4,Manager,1,16856,No,11,3,1,34,3,4,34,6,1,16
33,Yes,Research & Development,1,4,1,4,Male,3,1,Research Scientist,4,2686,Yes,13,3,3,10,2,2,10,9,7,8
25,No,Sales,26,1,1,3,Female,3,2,Sales Executive,4,6180,No,23,4,2,6,5,2,6,5,1,4
45,No,Sales,2,2,1,2,Male,1,2,Sales Representative,3,6632,No,13,3,1,9,3,3,8,7,3,1
23,No,Research & Development,10,1,1,1,Male,4,1,Research Scientist,3,3505,No,18,3,4,2,3,3,2,2,0,2
47,Yes,Sales,27,2,1,2,Female,4,2,Sales Executive,3,6397,Yes,12,3,4,8,2,3,5,4,1,3
34,No,Sales,2,3,1,4,Male,3,2,Sales Executive,4,6274,No,22,4,3,6,5,3,6,5,1,4
55,Yes,Research & Development,2,3,1,4,Male,3,5,Manager,1,19859,Yes,13,3,4,24,2,3,5,2,1,4
36,No,Sales,8,4,1,1,Male,2,3,Sales Executive,1,7587,No,15,3,2,10,1,3,10,7,0,9
52,No,Research & Development,19,4,1,4,Male,3,1,Research Scientist,4,4258,No,18,3,1,5,3,3,4,3,1,2
26,No,Research & Development,1,2,1,1,Female,1,1,Laboratory Technician,4,4364,No,14,3,1,5,2,3,2,2,2,0
29,No,Research & Development,27,3,1,2,Female,3,2,Healthcare Representative,3,4335,No,12,3,1,11,3,2,8,7,1,1
26,Yes,Sales,8,3,1,4,Male,2,2,Sales Executive,1,5326,No,17,3,3,6,2,2,4,3,1,2
34,No,Research & Development,1,4,1,2,Female,4,1,Research Scientist,4,3280,No,16,3,3,10,2,3,4,2,1,3
54,No,Research & Development,19,4,1,4,Female,3,2,Manufacturing Director,1,5485,Yes,11,3,2,9,4,3,5,3,1,4
27,No,Sales,8,1,1,3,Male,3,2,Sales Executive,4,4342,No,19,3,2,5,3,3,4,2,1,1
37,No,Research & Development,10,1,1,4,Female,3,1,Research Scientist,1,2782,Yes,13,3,2,6,3,2,5,3,4,3
38,No,Research & Development,2,4,1,1,Female,4,2,Manufacturing Director,1,5980,Yes,12,3,4,17,2,3,15,7,4,12
34,No,Research & Development,2,4,1,3,Female,2,1,Research Scientist,1,4381,No,11,3,3,6,3,3,6,5,1,3
35,No,Sales,8,4,1,1,Female,3,1,Sales Representative,4,2572,No,16,3,2,3,1,2,3,2,0,2
30,No,Research & Development,1,3,1,4,Male,1,1,Laboratory Technician,3,3833,No,21,4,3,7,2,3,2,2,0,2
40,No,Research & Development,2,2,1,3,Female,4,2,Healthcare Representative,2,4244,No,24,4,4,8,2,3,8,7,3,7
34,No,Sales,8,2,1,3,Female,3,2,Sales Executive,1,6500,No,17,3,2,6,1,3,3,2,1,2
42,No,Research & Development,8,3,1,2,Male,3,5,Manager,4,18430,No,13,3,2,24,4,2,24,7,14,9
23,Yes,Research & Development,6,3,1,3,Male,4,1,Laboratory Technician,1,1601,Yes,21,4,3,1,2,3,0,0,0,0
24,No,Research & Development,9,3,1,3,Male,2,1,Laboratory Technician,2,2694,No,11,3,3,1,4,3,1,0,0,0
52,No,Research & Development,11,4,1,4,Female,3,2,Laboratory Technician,3,3149,No,20,4,2,9,3,3,5,2,1,4
50,No,Research & Development,2,3,1,3,Male,3,4,Research Director,3,17639,No,16,3,4,30,3,3,4,3,0,3
29,Yes,Research & Development,1,2,1,2,Female,2,1,Laboratory Technician,1,2319,Yes,11,3,4,1,1,3,1,0,0,0
33,No,Research & Development,7,3,1,3,Male,3,3,Research Director,3,11691,No,11,3,4,14,3,4,13,9,3,7
33,Yes,Sales,16,3,1,1,Female,3,2,Sales Executive,1,5324,No,15,3,3,6,3,3,3,2,0,2
47,No,Research & Development,2,2,1,3,Female,3,4,Manager,4,16752,Yes,11,3,3,26,3,2,26,14,3,0
36,No,Research & Development,1,3,1,3,Female,3,2,Manufacturing Director,2,5228,No,15,3,1,10,2,3,9,7,0,5
29,No,Research & Development,23,2,1,3,Male,4,1,Research Scientist,3,2700,No,24,4,3,10,3,3,10,7,0,7
58,Yes,Research & Development,2,4,1,4,Male,3,5,Research Director,2,19246,Yes,12,3,4,40,2,3,31,15,13,8
35,No,Research & Development,1,4,1,4,Female,4,1,Research Scientist,3,2506,No,13,3,3,7,0,3,2,2,2,2
42,No,Research & Development,1,2,1,4,Female,2,2,Manufacturing Director,4,6062,Yes,13,3,4,8,4,3,4,3,0,2
28,Yes,Research & Development,2,4,1,3,Male,3,1,Research Scientist,3,4382,No,17,3,4,5,3,2,2,2,2,1
36,No,Human Resources,13,3,1,3,Male,3,1,Human Resources,2,2143,No,13,3,2,8,2,3,5,2,0,4
32,No,Research & Development,4,3,1,3,Female,2,2,Manufacturing Director,3,6162,No,12,3,3,14,3,3,14,13,6,8
40,No,Research & Development,16,4,1,1,Male,2,2,Laboratory Technician,3,5094,No,14,3,4,10,6,3,1,0,0,0
30,No,Research & Development,2,3,1,3,Female,2,2,Manufacturing Director,4,6877,Yes,24,4,2,12,4,2,0,0,0,0
45,No,Research & Development,2,3,1,2,Female,2,1,Research Scientist,3,2274,No,14,3,4,1,3,3,1,0,0,0
42,No,Research & Development,29,3,1,2,Male,3,2,Manufacturing Director,2,4434,No,13,3,4,10,3,2,9,8,7,8
38,No,Research & Development,12,3,1,1,Male,2,2,Healthcare Representative,1,6288,No,15,3,3,13,3,2,4,3,1,2
34,No,Research & Development,16,4,1,3,Female,2,1,Research Scientist,4,2553,No,16,3,3,6,3,3,5,2,1,3
49,Yes,Sales,11,3,1,3,Female,3,3,Sales Executive,4,7654,No,18,3,1,9,3,4,9,8,7,7
55,Yes,Sales,2,1,1,3,Male,3,2,Sales Executive,4,5160,No,16,3,3,12,3,2,9,7,7,3
43,No,Research & Development,14,2,1,2,Male,3,4,Research Director,1,17159,No,24,4,3,22,3,3,4,1,1,0
27,No,Research & Development,5,1,1,3,Male,2,3,Research Director,4,12808,Yes,16,3,2,9,3,3,9,8,0,8
35,No,Research & Development,7,3,1,3,Male,3,3,Manufacturing Director,3,10221,No,21,4,2,17,3,4,8,5,1,6
28,No,Sales,2,4,1,2,Female,3,2,Sales Executive,2,4779,Yes,20,4,1,8,2,3,8,7,7,5
34,No,Human Resources,3,2,1,3,Male,3,1,Human Resources,4,3737,No,19,3,3,4,1,1,3,2,0,2
26,Yes,Research & Development,5,2,1,3,Female,2,1,Research Scientist,3,2366,Yes,14,3,1,8,2,3,8,7,1,7
27,No,Research & Development,3,3,1,4,Male,3,1,Research Scientist,4,1706,No,11,3,3,0,6,2,0,0,0,0
51,No,Sales,26,4,1,1,Female,3,4,Manager,3,16307,No,14,3,3,29,2,2,20,6,4,17
44,No,Research & Development,4,3,1,4,Male,3,2,Healthcare Representative,2,5933,No,12,3,4,10,2,2,5,2,2,3
25,No,Research & Development,2,1,1,1,Male,4,1,Research Scientist,1,3424,No,13,3,3,6,3,2,4,3,0,1
33,No,Sales,1,3,1,1,Male,4,2,Sales Executive,1,4037,No,22,4,1,9,5,3,9,8,0,8
35,No,Research & Development,27,1,1,3,Female,2,1,Research Scientist,1,2559,No,11,3,4,6,3,2,6,5,1,1
36,No,Sales,1,2,1,2,Male,3,2,Sales Executive,4,6201,Yes,14,3,4,18,1,2,18,14,4,11
32,No,Sales,13,4,1,2,Male,3,2,Sales Executive,4,4403,No,11,3,3,8,3,2,5,2,0,3
30,No,Research & Development,5,4,1,2,Male,2,1,Research Scientist,4,3761,No,12,3,2,10,3,2,5,4,0,3
53,No,Sales,7,2,1,1,Female,2,3,Sales Executive,4,10934,Yes,18,3,4,35,3,3,5,2,0,4
45,No,Sales,9,3,1,4,Male,3,3,Sales Executive,1,10761,Yes,12,3,3,18,2,3,5,4,0,2
32,No,Research & Development,8,2,1,3,Female,4,2,Research Scientist,3,5175,No,12,3,3,9,3,2,5,3,1,3
52,No,Research & Development,25,4,1,3,Female,2,4,Manufacturing Director,4,13826,No,22,4,3,31,3,3,9,8,0,0
37,No,Sales,16,4,1,4,Male,2,2,Sales Executive,3,6334,No,19,3,4,9,2,3,1,0,0,0
28,No,Human Resources,8,2,1,2,Male,2,1,Human Resources,4,4936,No,13,3,4,6,6,3,5,1,0,4
22,No,Research & Development,1,2,1,4,Male,2,2,Manufacturing Director,4,4775,No,22,4,1,4,2,1,2,2,2,2
44,No,Research & Development,8,4,1,1,Male,4,1,Laboratory Technician,4,2818,Yes,24,4,3,10,2,2,3,2,0,2
42,No,Research & Development,2,1,1,2,Male,3,1,Research Scientist,4,2515,Yes,14,3,4,8,2,3,2,1,2,2
36,No,Human Resources,8,3,1,1,Male,2,1,Human Resources,1,2342,No,21,4,3,6,3,3,5,4,0,3
25,No,Sales,3,1,1,3,Male,3,2,Sales Executive,1,4194,Yes,18,3,4,5,3,3,5,3,0,3
35,No,Research & Development,9,3,1,4,Female,2,3,Manufacturing Director,3,10685,Yes,20,4,2,17,2,3,17,14,5,15
35,Yes,Research & Development,25,4,1,4,Female,3,1,Research Scientist,2,2022,Yes,19,3,1,10,3,2,10,2,7,8
32,No,Research & Development,1,3,1,4,Male,3,1,Laboratory Technician,4,2314,No,12,3,2,4,2,3,3,0,0,2
25,No,Sales,4,1,1,3,Male,2,2,Sales Executive,1,4256,No,12,3,1,5,1,4,5,2,0,3
49,No,Research & Development,1,3,1,3,Female,3,1,Research Scientist,1,3580,No,16,3,2,7,2,3,4,2,0,2
24,No,Research & Development,4,1,1,1,Male,2,1,Laboratory Technician,4,3162,No,17,3,4,6,2,2,5,2,3,4
32,No,Sales,5,2,1,2,Male,3,2,Sales Executive,2,6524,No,14,3,4,10,3,3,10,8,5,3
38,No,Sales,9,3,1,2,Male,2,1,Sales Representative,2,2899,No,19,3,4,3,3,3,2,2,1,2
42,No,Research & Development,3,3,1,3,Female,4,2,Laboratory Technician,4,5231,Yes,13,3,2,17,1,2,5,3,1,3
31,No,Research & Development,11,4,1,4,Male,3,1,Research Scientist,4,2356,Yes,19,3,2,8,2,3,6,4,0,2
29,Yes,Sales,1,3,1,2,Female,2,1,Sales Representative,3,2800,Yes,19,3,3,5,3,3,3,2,0,2
53,No,Sales,8,3,1,1,Male,3,4,Sales Executive,4,11836,No,14,3,3,28,3,3,2,0,2,2
35,No,Research & Development,25,3,1,4,Male,2,3,Manufacturing Director,2,10903,No,16,3,1,16,2,3,13,10,4,8
37,No,Sales,21,2,1,3,Female,3,1,Sales Representative,4,2973,No,15,3,2,10,3,3,5,4,0,0
53,No,Research & Development,23,4,1,4,Female,3,4,Research Director,4,14275,No,18,3,3,33,0,3,12,9,3,8
43,No,Research & Development,1,3,1,4,Female,3,2,Healthcare Representative,4,5562,No,13,3,2,12,2,2,5,2,2,2
47,No,Sales,2,2,1,3,Female,3,2,Sales Executive,4,4537,Yes,22,4,1,8,2,3,7,6,7,7
37,No,Sales,19,2,1,1,Male,3,3,Sales Executive,2,7642,Yes,13,3,4,10,2,3,10,0,0,9
50,No,Research & Development,2,4,1,1,Male,3,4,Manager,1,17924,No,11,3,4,31,3,3,31,6,14,7
39,No,Human Resources,2,3,1,4,Female,2,2,Human Resources,4,5204,No,11,3,3,13,2,3,5,4,0,4
33,No,Human Resources,3,2,1,4,Male,3,1,Human Resources,2,2277,Yes,11,3,3,7,4,4,4,3,0,3
32,Yes,Research & Development,25,4,1,1,Male,3,1,Laboratory Technician,4,2795,Yes,24,4,3,1,2,1,1,0,0,1
29,No,Research & Development,7,1,1,1,Female,2,1,Laboratory Technician,4,2532,No,14,3,3,8,5,3,4,3,0,3
44,No,Research & Development,9,2,1,2,Male,3,1,Research Scientist,1,2559,Yes,13,3,4,8,0,3,8,7,7,1
28,No,Sales,5,4,1,1,Male,3,2,Sales Executive,4,4908,No,14,3,2,4,3,3,4,2,0,2
58,Yes,Research & Development,2,1,1,4,Male,2,1,Laboratory Technician,4,2380,Yes,14,3,4,3,3,2,1,0,0,0
43,No,Research & Development,8,3,1,1,Female,3,2,Manufacturing Director,2,4765,No,21,4,3,4,2,4,1,0,0,0
20,Yes,Sales,2,3,1,3,Female,2,1,Sales Representative,3,2044,No,13,3,4,2,3,2,2,2,0,2
21,Yes,Research & Development,18,1,1,4,Female,3,1,Research Scientist,4,2693,No,19,3,1,1,3,2,1,0,0,0
36,No,Research & Development,14,1,1,3,Male,3,2,Healthcare Representative,4,6586,Yes,17,3,1,17,2,2,16,8,4,11
47,No,Sales,2,4,1,4,Female,2,1,Sales Representative,4,3294,Yes,18,3,1,3,3,2,3,2,1,2
22,Yes,Research & Development,3,1,1,2,Female,3,2,Manufacturing Director,3,4171,Yes,19,3,1,4,3,4,3,2,0,2
41,Yes,Research & Development,2,4,1,2,Female,1,1,Laboratory Technician,4,2778,Yes,13,3,3,10,1,2,7,7,1,0
28,No,Research & Development,9,3,1,3,Female,3,1,Research Scientist,3,2377,No,18,3,2,6,2,3,2,2,2,2
39,Yes,Research & Development,6,3,1,4,Male,3,1,Laboratory Technician,1,2404,Yes,21,4,4,8,2,1,2,2,2,2
27,No,Research & Development,4,3,1,2,Female,3,1,Research Scientist,3,2318,No,19,3,3,1,2,3,1,1,0,0
34,No,Research & Development,10,3,1,2,Male,3,1,Laboratory Technician,2,2008,No,14,3,2,1,3,3,1,0,1,0
42,No,Sales,14,2,1,3,Female,2,2,Sales Executive,3,6244,No,17,3,1,10,6,3,5,4,0,3
33,No,Research & Development,1,4,1,3,Male,2,1,Research Scientist,1,2799,Yes,11,3,2,6,1,3,3,2,0,2
58,No,Research & Development,5,3,1,3,Female,2,3,Healthcare Representative,2,10552,Yes,13,3,4,24,3,3,6,0,0,4
31,No,Sales,7,4,1,2,Male,2,1,Sales Representative,3,2329,No,15,3,2,13,2,4,7,7,5,2
35,No,Research & Development,21,1,1,4,Female,3,2,Healthcare Representative,4,4014,Yes,25,4,4,10,2,1,10,6,0,7
49,No,Research & Development,8,2,1,1,Female,3,3,Laboratory Technician,2,7403,No,11,3,3,29,3,2,26,9,1,7
48,No,Research & Development,20,4,1,4,Male,3,1,Research Scientist,3,2259,No,17,3,1,13,2,2,0,0,0,0
31,No,Sales,20,2,1,4,Female,3,2,Sales Executive,3,6932,No,13,3,4,9,2,2,9,8,0,0
36,No,Research & Development,7,4,1,2,Male,3,1,Research Scientist,4,4678,No,18,3,3,8,6,3,6,2,0,1
38,No,Research & Development,1,3,1,4,Female,3,3,Research Director,1,13582,No,13,3,2,15,3,3,15,12,5,11
32,No,Research & Development,1,3,1,3,Female,2,1,Laboratory Technician,2,2332,No,20,4,3,5,3,3,3,0,0,2
25,Yes,Sales,19,2,1,3,Male,2,1,Sales Representative,2,2413,Yes,18,3,3,1,2,3,1,0,0,0
40,No,Sales,10,4,1,1,Male,2,3,Sales Executive,2,9705,No,12,3,2,11,2,2,1,0,0,0
26,No,Sales,1,3,1,3,Male,2,2,Sales Executive,1,4294,No,12,3,2,7,2,3,7,7,0,7
41,No,Research & Development,6,3,1,4,Male,3,1,Laboratory Technician,1,4721,Yes,13,3,3,20,3,3,18,13,2,17
36,No,Research & Development,2,4,1,3,Male,3,1,Laboratory Technician,3,2519,No,21,4,3,16,6,3,11,8,3,9
19,Yes,Sales,21,3,1,4,Male,2,1,Sales Representative,2,2121,Yes,13,3,2,1,3,4,1,0,0,0
20,Yes,Research & Development,4,3,1,1,Male,3,1,Laboratory Technician,1,2973,No,19,3,2,1,2,3,1,0,0,0
